"Country or Area","Year","Area","Age of husband","Age of wife","Source Year","Value","Value Footnotes"
"Egypt","1967","Total","35 - 39","35 - 39","1969","1010",""
"Egypt","1967","Total","35 - 39","40 - 44","1969","1238",""
"Egypt","1967","Total","35 - 39","45 - 49","1969","740",""
"Egypt","1967","Total","35 - 39","50 - 54","1969","337",""
"Egypt","1967","Total","35 - 39","55 - 59","1969","258",""
"Egypt","1967","Total","35 - 39","60 - 64","1969","146",""
"Egypt","1967","Total","35 - 39","65 - 69","1969","95",""
"Egypt","1967","Total","35 - 39","70 - 74","1969","38",""
"Egypt","1967","Total","35 - 39","75 +","1969","18",""
"Egypt","1967","Total","35 - 39","Unknown","1969","4",""
"Egypt","1967","Total","40 - 44","Total","1969","2765",""
"Egypt","1967","Total","40 - 44","0 - 17","1969","0",""
"Egypt","1967","Total","40 - 44","18 - 19","1969","5",""
"Egypt","1967","Total","40 - 44","20 - 24","1969","35",""
"Egypt","1967","Total","40 - 44","25 - 29","1969","81",""
"Egypt","1967","Total","40 - 44","30 - 34","1969","199",""
"Egypt","1967","Total","40 - 44","35 - 39","1969","265",""
"Egypt","1967","Total","40 - 44","40 - 44","1969","534",""
"Egypt","1967","Total","40 - 44","45 - 49","1969","695",""
"Egypt","1967","Total","40 - 44","50 - 54","1969","430",""
"Egypt","1967","Total","40 - 44","55 - 59","1969","233",""
"Egypt","1967","Total","40 - 44","60 - 64","1969","139",""
"Egypt","1967","Total","40 - 44","65 - 69","1969","80",""
"Egypt","1967","Total","40 - 44","70 - 74","1969","39",""
"Egypt","1967","Total","40 - 44","75 +","1969","28",""
"Egypt","1967","Total","40 - 44","Unknown","1969","2",""
"Egypt","1967","Total","45 - 49","Total","1969","1898",""
"Egypt","1967","Total","45 - 49","0 - 17","1969","0",""
"Egypt","1967","Total","45 - 49","18 - 19","1969","4",""
"Egypt","1967","Total","45 - 49","20 - 24","1969","11",""
"Egypt","1967","Total","45 - 49","25 - 29","1969","48",""
"Egypt","1967","Total","45 - 49","30 - 34","1969","87",""
"Egypt","1967","Total","45 - 49","35 - 39","1969","99",""
"Egypt","1967","Total","45 - 49","40 - 44","1969","191",""
"Egypt","1967","Total","45 - 49","45 - 49","1969","331",""
"Egypt","1967","Total","45 - 49","50 - 54","1969","441",""
"Egypt","1967","Total","45 - 49","55 - 59","1969","325",""
"Egypt","1967","Total","45 - 49","60 - 64","1969","165",""
"Egypt","1967","Total","45 - 49","65 - 69","1969","117",""
"Egypt","1967","Total","45 - 49","70 - 74","1969","43",""
"Egypt","1967","Total","45 - 49","75 +","1969","34",""
"Egypt","1967","Total","45 - 49","Unknown","1969","2",""
"Egypt","1967","Total","50 - 54","Total","1969","830",""
"Egypt","1967","Total","50 - 54","0 - 17","1969","0",""
"Egypt","1967","Total","50 - 54","18 - 19","1969","3",""
"Egypt","1967","Total","50 - 54","20 - 24","1969","4",""
"Egypt","1967","Total","50 - 54","25 - 29","1969","11",""
"Egypt","1967","Total","50 - 54","30 - 34","1969","18",""
"Egypt","1967","Total","50 - 54","35 - 39","1969","38",""
"Egypt","1967","Total","50 - 54","40 - 44","1969","52",""
"Egypt","1967","Total","50 - 54","45 - 49","1969","82",""
"Egypt","1967","Total","50 - 54","50 - 54","1969","153",""
"Egypt","1967","Total","50 - 54","55 - 59","1969","174",""
"Egypt","1967","Total","50 - 54","60 - 64","1969","133",""
"Egypt","1967","Total","50 - 54","65 - 69","1969","78",""
"Egypt","1967","Total","50 - 54","70 - 74","1969","58",""
"Egypt","1967","Total","50 - 54","75 +","1969","25",""
"Egypt","1967","Total","50 - 54","Unknown","1969","1",""
"Egypt","1967","Total","55 - 59","Total","1969","481",""
"Egypt","1967","Total","55 - 59","0 - 17","1969","0",""
"Egypt","1967","Total","55 - 59","18 - 19","1969","0",""
"Egypt","1967","Total","55 - 59","20 - 24","1969","0",""
"Egypt","1967","Total","55 - 59","25 - 29","1969","4",""
"Egypt","1967","Total","55 - 59","30 - 34","1969","9",""
"Egypt","1967","Total","55 - 59","35 - 39","1969","21",""
"Egypt","1967","Total","55 - 59","40 - 44","1969","16",""
"Egypt","1967","Total","55 - 59","45 - 49","1969","32",""
"Egypt","1967","Total","55 - 59","50 - 54","1969","39",""
"Egypt","1967","Total","55 - 59","55 - 59","1969","80",""
"Egypt","1967","Total","55 - 59","60 - 64","1969","125",""
"Egypt","1967","Total","55 - 59","65 - 69","1969","82",""
"Egypt","1967","Total","55 - 59","70 - 74","1969","44",""
"Egypt","1967","Total","55 - 59","75 +","1969","29",""
"Egypt","1967","Total","55 - 59","Unknown","1969","0",""
"Egypt","1967","Total","60 - 64","Total","1969","200",""
"Egypt","1967","Total","60 - 64","0 - 17","1969","0",""
"Egypt","1967","Total","60 - 64","18 - 19","1969","0",""
"Egypt","1967","Total","60 - 64","20 - 24","1969","0",""
"Egypt","1967","Total","60 - 64","25 - 29","1969","0",""
"Egypt","1967","Total","60 - 64","30 - 34","1969","1",""
"Egypt","1967","Total","60 - 64","35 - 39","1969","5",""
"Egypt","1967","Total","60 - 64","40 - 44","1969","5",""
"Egypt","1967","Total","60 - 64","45 - 49","1969","5",""
"Egypt","1967","Total","60 - 64","50 - 54","1969","16",""
"Egypt","1967","Total","60 - 64","55 - 59","1969","20",""
"Egypt","1967","Total","60 - 64","60 - 64","1969","52",""
"Egypt","1967","Total","60 - 64","65 - 69","1969","50",""
"Egypt","1967","Total","60 - 64","70 - 74","1969","31",""
"Egypt","1967","Total","60 - 64","75 +","1969","15",""
"Egypt","1967","Total","60 - 64","Unknown","1969","0",""
"Egypt","1967","Total","65 - 69","Total","1969","102",""
"Egypt","1967","Total","65 - 69","0 - 17","1969","0",""
"Egypt","1967","Total","65 - 69","18 - 19","1969","0",""
"Egypt","1967","Total","65 - 69","20 - 24","1969","0",""
"Egypt","1967","Total","65 - 69","25 - 29","1969","0",""
"Egypt","1967","Total","65 - 69","30 - 34","1969","1",""
"Egypt","1967","Total","65 - 69","35 - 39","1969","2",""
"Egypt","1967","Total","65 - 69","40 - 44","1969","1",""
"Egypt","1967","Total","65 - 69","45 - 49","1969","4",""
"Egypt","1967","Total","65 - 69","50 - 54","1969","7",""
"Egypt","1967","Total","65 - 69","55 - 59","1969","9",""
"Egypt","1967","Total","65 - 69","60 - 64","1969","10",""
"Egypt","1967","Total","65 - 69","65 - 69","1969","22",""
"Egypt","1967","Total","65 - 69","70 - 74","1969","22",""
"Egypt","1967","Total","65 - 69","75 +","1969","21",""
"Egypt","1967","Total","65 - 69","Unknown","1969","3",""
"Egypt","1967","Total","70 - 74","Total","1969","14",""
"Egypt","1967","Total","70 - 74","0 - 17","1969","0",""
"Egypt","1967","Total","70 - 74","18 - 19","1969","0",""
"Egypt","1967","Total","70 - 74","20 - 24","1969","0",""
"Egypt","1967","Total","70 - 74","25 - 29","1969","0",""
"Egypt","1967","Total","70 - 74","30 - 34","1969","0",""
"Egypt","1967","Total","70 - 74","35 - 39","1969","2",""
"Egypt","1967","Total","70 - 74","40 - 44","1969","0",""
"Egypt","1967","Total","70 - 74","45 - 49","1969","1",""
"Egypt","1967","Total","70 - 74","50 - 54","1969","1",""
"Egypt","1967","Total","70 - 74","55 - 59","1969","0",""
"Egypt","1967","Total","70 - 74","60 - 64","1969","2",""
"Egypt","1967","Total","70 - 74","65 - 69","1969","2",""
"Egypt","1967","Total","70 - 74","70 - 74","1969","5",""
"Egypt","1967","Total","70 - 74","75 +","1969","1",""
"Egypt","1967","Total","70 - 74","Unknown","1969","0",""
"Egypt","1967","Total","75 +","Total","1969","20",""
"Egypt","1967","Total","75 +","0 - 17","1969","0",""
"Egypt","1967","Total","75 +","18 - 19","1969","0",""
"Egypt","1967","Total","75 +","20 - 24","1969","0",""
"Egypt","1967","Total","75 +","25 - 29","1969","0",""
"Egypt","1967","Total","75 +","30 - 34","1969","0",""
"Egypt","1967","Total","75 +","35 - 39","1969","1",""
"Egypt","1967","Total","75 +","40 - 44","1969","2",""
"Egypt","1967","Total","75 +","45 - 49","1969","2",""
"Egypt","1967","Total","75 +","50 - 54","1969","0",""
"Egypt","1967","Total","75 +","55 - 59","1969","2",""
"Egypt","1967","Total","75 +","60 - 64","1969","0",""
"Egypt","1967","Total","75 +","65 - 69","1969","0",""
"Egypt","1967","Total","75 +","70 - 74","1969","2",""
"Egypt","1967","Total","75 +","75 +","1969","5",""
"Egypt","1967","Total","75 +","Unknown","1969","6",""
"Egypt","1967","Total","Unknown","Total","1969","2435",""
"Egypt","1967","Total","Unknown","0 - 17","1969","0",""
"Egypt","1967","Total","Unknown","18 - 19","1969","40",""
"Egypt","1967","Total","Unknown","20 - 24","1969","258",""
"Egypt","1967","Total","Unknown","25 - 29","1969","389",""
"Egypt","1967","Total","Unknown","30 - 34","1969","468",""
"Egypt","1967","Total","Unknown","35 - 39","1969","341",""
"Egypt","1967","Total","Unknown","40 - 44","1969","243",""
"Egypt","1967","Total","Unknown","45 - 49","1969","198",""
"Egypt","1967","Total","Unknown","50 - 54","1969","129",""
"Egypt","1967","Total","Unknown","55 - 59","1969","116",""
"Egypt","1967","Total","Unknown","60 - 64","1969","56",""
"Egypt","1967","Total","Unknown","65 - 69","1969","39",""
"Egypt","1967","Total","Unknown","70 - 74","1969","10",""
"Egypt","1967","Total","Unknown","75 +","1969","11",""
"Egypt","1967","Total","Unknown","Unknown","1969","137",""
"Egypt","1966","Total","Total","Total","1968","63257",""
"Egypt","1966","Total","Total","0 - 15","1968","0",""
"Egypt","1966","Total","Total","16 - 19","1968","1256",""
"Egypt","1966","Total","Total","20 - 24","1968","9043",""
"Egypt","1966","Total","Total","25 - 29","1968","14782",""
"Egypt","1966","Total","Total","30 - 34","1968","12107",""
"Egypt","1966","Total","Total","35 - 39","1968","9163",""
"Egypt","1966","Total","Total","40 - 44","1968","5808",""
"Egypt","1966","Total","Total","45 - 49","1968","3919",""
"Egypt","1966","Total","Total","50 - 54","1968","2684",""
"Egypt","1966","Total","Total","55 - 59","1968","1862",""
"Egypt","1966","Total","Total","60 - 64","1968","1182",""
"Egypt","1966","Total","Total","65 - 69","1968","835",""
"Egypt","1966","Total","Total","70 - 74","1968","275",""
"Egypt","1966","Total","Total","75 +","1968","188",""
"Egypt","1966","Total","Total","Unknown","1968","153",""
"Egypt","1966","Total","0 - 15","Total","1968","0",""
"Egypt","1966","Total","0 - 15","0 - 15","1968","0",""
"Egypt","1966","Total","0 - 15","16 - 19","1968","0",""
"Egypt","1966","Total","0 - 15","20 - 24","1968","0",""
"Egypt","1966","Total","0 - 15","25 - 29","1968","0",""
"Egypt","1966","Total","0 - 15","30 - 34","1968","0",""
"Egypt","1966","Total","0 - 15","35 - 39","1968","0",""
"Egypt","1966","Total","0 - 15","40 - 44","1968","0",""
"Egypt","1966","Total","0 - 15","45 - 49","1968","0",""
"Egypt","1966","Total","0 - 15","50 - 54","1968","0",""
"Egypt","1966","Total","0 - 15","55 - 59","1968","0",""
"Egypt","1966","Total","0 - 15","60 - 64","1968","0",""
"Egypt","1966","Total","0 - 15","65 - 69","1968","0",""
"Egypt","1966","Total","0 - 15","70 - 74","1968","0",""
"Egypt","1966","Total","0 - 15","75 +","1968","0",""
"Egypt","1966","Total","0 - 15","Unknown","1968","0",""
"Egypt","1966","Total","16 - 19","Total","1968","11870",""
"Egypt","1966","Total","16 - 19","0 - 15","1968","0",""
"Egypt","1966","Total","16 - 19","16 - 19","1968","885",""
"Egypt","1966","Total","16 - 19","20 - 24","1968","4105",""
"Egypt","1966","Total","16 - 19","25 - 29","1968","3475",""
"Egypt","1966","Total","16 - 19","30 - 34","1968","1678",""
"Egypt","1966","Total","16 - 19","35 - 39","1968","865",""
"Egypt","1966","Total","16 - 19","40 - 44","1968","430",""
"Egypt","1966","Total","16 - 19","45 - 49","1968","196",""
"Egypt","1966","Total","16 - 19","50 - 54","1968","107",""
"Egypt","1966","Total","16 - 19","55 - 59","1968","59",""
"Egypt","1966","Total","16 - 19","60 - 64","1968","45",""
"Egypt","1966","Total","16 - 19","65 - 69","1968","16",""
"Egypt","1966","Total","16 - 19","70 - 74","1968","1",""
"Egypt","1966","Total","16 - 19","75 +","1968","5",""
"Egypt","1966","Total","16 - 19","Unknown","1968","3",""
"Egypt","1966","Total","20 - 24","Total","1968","18484",""
"Egypt","1966","Total","20 - 24","0 - 15","1968","0",""
"Egypt","1966","Total","20 - 24","16 - 19","1968","246",""
"Egypt","1966","Total","20 - 24","20 - 24","1968","3928",""
"Egypt","1966","Total","20 - 24","25 - 29","1968","6972",""
"Egypt","1966","Total","20 - 24","30 - 34","1968","3783",""
"Egypt","1966","Total","20 - 24","35 - 39","1968","1775",""
"Egypt","1966","Total","20 - 24","40 - 44","1968","813",""
"Egypt","1966","Total","20 - 24","45 - 49","1968","445",""
"Egypt","1966","Total","20 - 24","50 - 54","1968","227",""
"Egypt","1966","Total","20 - 24","55 - 59","1968","126",""
"Egypt","1966","Total","20 - 24","60 - 64","1968","94",""
"Egypt","1966","Total","20 - 24","65 - 69","1968","44",""
"Egypt","1966","Total","20 - 24","70 - 74","1968","15",""
"Egypt","1966","Total","20 - 24","75 +","1968","10",""
"Egypt","1966","Total","20 - 24","Unknown","1968","6",""
"Egypt","1966","Total","25 - 29","Total","1968","11606",""
"Egypt","1966","Total","25 - 29","0 - 15","1968","0",""
"Egypt","1966","Total","25 - 29","16 - 19","1968","53",""
"Egypt","1966","Total","25 - 29","20 - 24","1968","586",""
"Egypt","1966","Total","25 - 29","25 - 29","1968","3027",""
"Egypt","1966","Total","25 - 29","30 - 34","1968","3869",""
"Egypt","1966","Total","25 - 29","35 - 39","1968","2018",""
"Egypt","1966","Total","25 - 29","40 - 44","1968","919",""
"Egypt","1966","Total","25 - 29","45 - 49","1968","496",""
"Egypt","1966","Total","25 - 29","50 - 54","1968","266",""
"Egypt","1966","Total","25 - 29","55 - 59","1968","179",""
"Egypt","1966","Total","25 - 29","60 - 64","1968","106",""
"Egypt","1966","Total","25 - 29","65 - 69","1968","55",""
"Egypt","1966","Total","25 - 29","70 - 74","1968","12",""
"Egypt","1966","Total","25 - 29","75 +","1968","17",""
"Egypt","1966","Total","25 - 29","Unknown","1968","3",""
"Egypt","1966","Total","30 - 34","Total","1968","7294",""
"Egypt","1966","Total","30 - 34","0 - 15","1968","0",""
"Egypt","1966","Total","30 - 34","16 - 19","1968","21",""
"Egypt","1966","Total","30 - 34","20 - 24","1968","170",""
"Egypt","1966","Total","30 - 34","25 - 29","1968","609",""
"Egypt","1966","Total","30 - 34","30 - 34","1968","1675",""
"Egypt","1966","Total","30 - 34","35 - 39","1968","2219",""
"Egypt","1966","Total","30 - 34","40 - 44","1968","1226",""
"Egypt","1966","Total","30 - 34","45 - 49","1968","611",""
"Egypt","1966","Total","30 - 34","50 - 54","1968","317",""
"Egypt","1966","Total","30 - 34","55 - 59","1968","197",""
"Egypt","1966","Total","30 - 34","60 - 64","1968","128",""
"Egypt","1966","Total","30 - 34","65 - 69","1968","74",""
"Egypt","1966","Total","30 - 34","70 - 74","1968","32",""
"Egypt","1966","Total","30 - 34","75 +","1968","14",""
"Egypt","1966","Total","30 - 34","Unknown","1968","1",""
"Egypt","1966","Total","35 - 39","Total","1968","5612",""
"Egypt","1966","Total","35 - 39","0 - 15","1968","0",""
"Egypt","1966","Total","35 - 39","16 - 19","1968","9",""
"Egypt","1966","Total","35 - 39","20 - 24","1968","73",""
"Egypt","1966","Total","35 - 39","25 - 29","1968","252",""
"Egypt","1966","Total","35 - 39","30 - 34","1968","567",""
"Egypt","1966","Total","35 - 39","35 - 39","1968","1550",""
"Egypt","1966","Total","35 - 39","40 - 44","1968","1395",""
"Egypt","1966","Total","35 - 39","45 - 49","1968","766",""
"Egypt","1966","Total","35 - 39","50 - 54","1968","442",""
"Egypt","1966","Total","35 - 39","55 - 59","1968","272",""
"Egypt","1966","Total","35 - 39","60 - 64","1968","140",""
"Egypt","1966","Total","35 - 39","65 - 69","1968","96",""
"Egypt","1966","Total","35 - 39","70 - 74","1968","25",""
"Egypt","1966","Total","35 - 39","75 +","1968","24",""
"Egypt","1966","Total","35 - 39","Unknown","1968","1",""
"Egypt","1966","Total","40 - 44","Total","1968","3201",""
"Egypt","1966","Total","40 - 44","0 - 15","1968","0",""
"Egypt","1966","Total","40 - 44","16 - 19","1968","7",""
"Egypt","1966","Total","40 - 44","20 - 24","1968","32",""
"Egypt","1966","Total","40 - 44","25 - 29","1968","124",""
"Egypt","1966","Total","40 - 44","30 - 34","1968","185",""
"Egypt","1966","Total","40 - 44","35 - 39","1968","349",""
"Egypt","1966","Total","40 - 44","40 - 44","1968","625",""
"Egypt","1966","Total","40 - 44","45 - 49","1968","794",""
"Egypt","1966","Total","40 - 44","50 - 54","1968","489",""
"Egypt","1966","Total","40 - 44","55 - 59","1968","278",""
"Egypt","1966","Total","40 - 44","60 - 64","1968","147",""
"Egypt","1966","Total","40 - 44","65 - 69","1968","104",""
"Egypt","1966","Total","40 - 44","70 - 74","1968","44",""
"Egypt","1966","Total","40 - 44","75 +","1968","19",""
"Egypt","1966","Total","40 - 44","Unknown","1968","4",""
"Egypt","1966","Total","45 - 49","Total","1968","2070",""
"Egypt","1966","Total","45 - 49","0 - 15","1968","0",""
"Egypt","1966","Total","45 - 49","16 - 19","1968","8",""
"Egypt","1966","Total","45 - 49","20 - 24","1968","14",""
"Egypt","1966","Total","45 - 49","25 - 29","1968","47",""
"Egypt","1966","Total","45 - 49","30 - 34","1968","80",""
"Egypt","1966","Total","45 - 49","35 - 39","1968","130",""
"Egypt","1966","Total","45 - 49","40 - 44","1968","178",""
"Egypt","1966","Total","45 - 49","45 - 49","1968","397",""
"Egypt","1966","Total","45 - 49","50 - 54","1968","502",""
"Egypt","1966","Total","45 - 49","55 - 59","1968","337",""
"Egypt","1966","Total","45 - 49","60 - 64","1968","178",""
"Egypt","1966","Total","45 - 49","65 - 69","1968","138",""
"Egypt","1966","Total","45 - 49","70 - 74","1968","34",""
"Egypt","1966","Total","45 - 49","75 +","1968","22",""
"Egypt","1966","Total","45 - 49","Unknown","1968","5",""
"Egypt","1966","Total","50 - 54","Total","1968","1019",""
"Egypt","1966","Total","50 - 54","0 - 15","1968","0",""
"Egypt","1966","Total","50 - 54","16 - 19","1968","3",""
"Egypt","1966","Total","50 - 54","20 - 24","1968","4",""
"Egypt","1966","Total","50 - 54","25 - 29","1968","12",""
"Egypt","1966","Total","50 - 54","30 - 34","1968","24",""
"Egypt","1966","Total","50 - 54","35 - 39","1968","43",""
"Egypt","1966","Total","50 - 54","40 - 44","1968","78",""
"Egypt","1966","Total","50 - 54","45 - 49","1968","103",""
"Egypt","1966","Total","50 - 54","50 - 54","1968","205",""
"Egypt","1966","Total","50 - 54","55 - 59","1968","250",""
"Egypt","1966","Total","50 - 54","60 - 64","1968","145",""
"Egypt","1966","Total","50 - 54","65 - 69","1968","92",""
